CardId	Year	Conference	tweetFiltrado
2126	2008	5	russia;bad;luck;continues;ukrainian;medium;major;fire;serious;damage;suffered;brand;navy;auxiliary;supply;icebreaking;ship;vsevolod;bobrov;black;sea;confirm;denied;news;indiannavy;sudhirpillaiin;subnut;arunp2810
2127	2012	0	flirting;nuclear;disaster;late;marwilliamson;biden;failed;deter;invading;option—including;abandoning;ukraine—flirts;offramps
2128	2011	0	good;god;jaketapper;cnn;dwelling;ukraine;intelligence;targeting;purpose;innane;questionswhy;terrorist;list;biden;ukraine;withdraw;afghanistan;hanging;chuck;todd
2129	2018	5	claim;evidence;biolabsinukraine
2130	2019	0	great;day;friend
2131	2004	0	ukraine;win;eurovision;2022;cartoon;trouw;ukraine;victory;eurovision2022;war
2132	2002	6	nato;land;border;finland;accession
2133	2011	0	twoyearold;dog;sniffed;200;undetonated;explosive;device;allegedly;planted;force;presented;state;award;patron;action;ukraine;ukrainerussiawar;explosive
2134	2012	0	best;wish;pakistani;laibaoffical
2135	2009	0	turkey;russia;trojan;horse;nato;hellenicleaders;sfrcdems;senatorrisch;virginiafoxx;senronjohnson;repgaramendi;senblumenthal;repmarkgreen;reprubengallego;repdlesko;repellzey;jimmypanetta;senthomtillis;repmiketurner;petesessions;repdonbacon
2136	2002	0	medium;report;greece;china;fm;argued;finland;sweden;accession;nato;provocation;putin;ukraine;geopolitics
2137	2006	6	forced;retaliatory;step;militarytechnical;nature;eliminate;threat;entry;finland;sweden;nato;;foreign;ministry
2138	2015	2	special;operation;troop;guy;fresh;recruit;guy;professional;soldier;guy;wagner;group;answer;allstar;team;ukrainerussiawar
2139	2022	0	seize;hostility;pullback;force;ukraine;condition;condition;taljs;start;sanction;lifted;full;compensation;received;ukraine;dabafe
2140	2005	0	pmakela1;ukranian;fighting;ukrainian;care;forced;front
2141	2015	0	top;official;businessmen;continue;die;mysterious;today;top;manager;lukoil;billionaire;alexander;subbotin;died;mytishchi;1
2142	2011	0	;imrankhans;economic;negotiation;prorussia;antius;propakistan;;akorybko;voiceofeastnet
2143	2009	0	foreign;minister;abaerbock;met;president;volodymyr;zelenskiy;foreign;minister;dmytrokuleba;kyiv;mayor;vitali;klitschko;trip;ukraine;klitschko;credit;visit;germany;support;war;quoteoftheday
2144	2014	0	sign;great;ukrainian;drone;spot;russia;military;destroyed;hesitation;russianarmedforces;ukraine;ukrainewar
2145	2004	1	keep;terror;alarm;app;website;safe;cyberattacks;moved;server
2146	2013	0	russianembassy;mfarussia;rusembukraine;bbcworld;skynews;guardianworld;thesundaytimes;reesoxford;gbnews;telegraphworld;russiaun;considers;safety;ukrainian;including;speak;eastern;ukraine;standwithukraine;saveazovstaldefenders;stoprussianaggression;russianwarcrimes;mariupolmassacre;mariupol
2147	2003	0	chellaney;classic;checkmate;talking;1;avoided;war;nato;wouldve;backyard;2;faught;war;nato;managed;bkyd;punitive;economic;sanction;lossloss;scenario
2148	2015	6	find;similarity;warns;nuclear;weapon;sweden;finland;joint;nato;vucic;warns;kosovo;apply;council;europe
2149	2010	0	‼the;bravery;ukrainian;people;practical;financial;assistance;ally;partner;immense;public;support;europe;world;help;ukraine;win;brutal;war;started;;nato;deputy;secretarygeneral;mircea;geoană
2150	2007	5	help;minsk;rocket;production;including;production;iskander;missile;;lukashenko;belarusian;president;agreement;reached;highest;level
2151	2014	0	corruption;endemic;pervasive;defence;industrial;sector;armed;force;evidence;ukraine;suggests;costing;life;read;latest;rusicommentary;samcranny;oivshina
2152	2010	0	bombardment;izyum;frontline;eastern;ukraine;russiaukraine;ukraine
2153	2005	2	sanction;hurt;ally;euro;area;annual;inflation;hit;high;75;april;2022;estimate;eueurostat;remember;henry;kissinger;dangerous;america;enemy;america;friend;fatal
2154	2021	0	centerepublican;calusa18;robofemoid;martinkoenigsb2;larssssbe;napalmgod;milmodelscene;militaryhistori;templefugate;2;russiaukrainewar;ukraine;;equipment;loss;endless;increase;sanction;oligarch;providing;defensive;arm;ukraine;working;world;buying;oil;vladimirputin;war
2155	2022	0	andersaslund;interesting;citizen;nordic;country;associated;pacifism;clearesteyed;respect;clear;danger;today;;wake;eu;;ukraineunderattaсk
2156	2018	0	ukrainian;force;reportedly;attempting;regain;control;snakeisland;romanian;coast;disrupt;russia;ability;55
2157	2006	6	mfa;forced;respond;finland;decision;join;nato;military;technical;retaliation
2158	2019	8	japan;ban;oil;import;principle;prime;minister;oott
2159	2012	5	speaker;odesa;ovum;serhiy;bratchuk;cofirmed;lost;ship;armed;force;ukraine;damaged;newsrst;logistics;support;vessel;vsevolod;bobrov;project;2355;built;20132021
2160	2009	0	ukrainian;tractor;destroyed;airtoground;missile;launched;plane;26yearold;driver;survived;create;food;shortage;ukraine;world;attacking;ukrainian;farmer;working;field
2161	2010	0	firework;light;moscow;sky;celebrate;vday;moscow;vday
2162	2014	0	krasnoyarsk;territory;;continues;burn;firefighter;cope;military;military;busy;ukraine;time;ukraine;russiaukrainewar
2163	2011	0	reuters;selfdefense;attack;attacker;nato;attack;nato;declare;human;country;flatten;nato;europe;ukraine
2164	2005	0	1;bangladesh;defer;nonurgent;project;avoid;forex;crisis;2;india;denies;sending;troop;sri;lanka;3;prez;putin;impose;marital;law;support;war;effort;4;srilanka;army;deny;report;claiming;armed;force;ordered;shoot;protester
2165	2010	0	week;report;forex;forexsignals;ukraine;xag;ustdepeg;inflation
2166	2012	0	intense;military;air;activity;western;black;sea;nato;ukraine;russianukrainianwar
2167	2015	5	news;circulated;ukrainianforces;managed;destroy;logistical;support;ship;vsevolod;bobrov;photo;moored;ship;gulf;sevastopol;completely;intact;ukraine;russiaukraine
2168	2010	0	watch;u2s;bono;edge;perform;kyiv;subway;gesture;solidarity;ht;u2;bono;ukraine;war;kyiv
2169	2002	0	quotation;day;;امپورٹڈحلومتنامنظور;غریدہدیکھو;اسرائیلنامنظور;imrankhanpti;lahore
2170	2005	0	process;officially;annexing;kherson;oblast;military;administration;announced;putin;include;region;federation;detail;implemented
2171	2005	0	operational;command;south;ukraine;published;audio;recording;reportedly;request;help;sinking;russia;cruiser;moskva;recording;hear;occupier;2;hit;rescue;crew;12
2172	2006	0	oops;exhausting;victory;day;hard;bed;putin;victoryday;ukraine;russiaukrain;war;nuclearwar;nuke;cartoonmovement;cartooningpeace;joopnl
2173	2013	0	wfpchief;odessa;port;open;famine;looming;world;wfpchief;⁉;ukraine;5th;wheat;exporter;world;sanctioned;eu;1st;conclusion
2174	2008	0	counting;putin;signal;nuke;ray;mcgovern;raymcgovern;putin;ukraine;nato;nuclearweapons;nuke;nuclearwar
2175	2009	0	majority;ppl;continue;support;special;military;operation;odnigovs;haines;frankly;hard;ppl
2176	2001	8	uk;announces;package;sanction;belarus;target;£17bn;trade;import;duty;affect;£14bn;good;including;platinum;palladium;12
2177	2012	0	leader;ukraine;kherson;putin;join;kremlin;decision;resident;kherson;dave;decamp;decampdave;ukraine;nato;kherson
2178	2021	0	president;vladimir;putin;russia;military;operation;ukraine;measure;described;face;growing;nato;threat;ukraine;nato
2179	2011	0	expect;nato;armed;eu;financed;ukrainian;nazi;turn;weapon;western;backer;hitler;afghan;mujahideen;european;beg;help;rid;monster;fed;west
2180	2007	0	nato;damn;finland;sweden;destroyed;russianarmy;focusing;proxy;war;thought;2;country;learn;ukraine;case;hope;late;change;standing
2181	2002	0	china;governmentlinked;medium;outlet;spreading;prorussia;sentiment;mistranslating;international;news;ampfalsely;blaming;ukraine;atrocity;perpetrated;force;civilian;⁦nivincent⁩;⁦tgtmofficial;war
2182	2014	5	time;enhance;defence;partnership;order;s500;license;su30mki;push;hypersonic;missile;collaboration;lease;nuclear;submarine;india
2183	2016	0	russia;top;businessmen;died;suspicious;bonkers;lukoil;exec;aleksandr;subbotin;died;antihangover;session;shaman;strange;detail;read
2184	2021	0	army;captured;military;armed;force;ukraine;fighting;donbas;wounded;ukrainian;helped
2185	2015	0	noticed;citizen;ukraine;holiday;country;today;cancelled;matter;true;today;celebrates;victoryday;nazism;defeated;fascism;defeat;rucism
2186	2016	0	ukrainian;female;soldier;heroine;bravely;defend;homeland;alongside;men;ukraine;ukrainewar
2187	2012	4	victory;parade;2022
2188	2017	0	enjoy;shelling;ukraine;azov;nationalist;enjoy;music;russianarmy
2189	2007	0	easy;ukraine;dr;kasapoglu;explained;intelligence;failure;military;underperformance;combat;operation;culumatively;leading;deadend;postsoviet;space;trtworld
2190	2022	0	ukraine;ukrainian;force;training;captured;bmp3;ifv;ukrainewar;ukrainerussiawar;ukrainerussianwar;ukraineunderattack;kyiv;kiev;ukrainian;russianarmy;ukraina
2191	2006	0	ancient;amphora;discovered;thursday;odesa;ukrainian;force;digging;defense;protect;city;prepare;future;attack;archaeology;;odesa;
2192	2014	8	portugal;official;blocked;sale;10;euro;104;luxury;house;believed;belonged;sanctionshit;billionaire;roman;abramovich;portugal;oligarch;sanction;cgtnamerica
2193	2007	4	rsf;condemns;targeted;harassment;journalist;prevent;covering;military;parade;marking;wwii;reporter;mediaskat;sotavision;detained;weekend;admitted;event;despite;accreditation
2194	2012	7	footage;uaf;blowing;railway;bridge;rubizhne;severodonetsk;lpr;attempt;offensive;ukraine
2195	2003	0	9;day;victory;war;day;war;photo;fascist;rashists;ukrainian;city;parallel;obvious;fascist;future;call;antifascists;moscow;stoprussianaggression
2196	2007	8	breaking;;1;gazprom;announced;company;prohibited;polish;yamaleurope;pipeline;owned;europol;gaz;gas;transportation;sanction;imposed;europol;gaz
2197	2007	0	breaking;;ready;decisive;answer;side;involved;special;operation;ukraine;;dmitry;peskov;russiaukrainewar;ukrainerussiawar;russiaukraineconflict
2198	2012	0	nato;slipper;recaptured;position;armed;force;ukraine;rubizhne;azov
2199	2017	0	entire;civilized;world;support;ukraine;serbia;citizen;led;senior;state;leader;publicly;support;crime;shame;serbia;shame;eu;tolerating;candidate;country;glorifying;putin;warcrimes;
2200	2013	9	ukrainianforces;bombed;village;belgorod;city;russiaukraine;ukraine
2201	2014	0	warning;poland;;state;duma;deputy;oleg;morozov;poland;denazification;queue;harsh;statement;statement;poland;encourages;place;denazification;queue;ukraine
2202	2004	6	finland;decides;join;nato;historic;change;security;policy;finlandsimilar;ukraine;direct;neighbor;sharing;1300;long;borderduring;cold;war;era;finland;neutral;state;coz;signatory;agreement;friendship;ussr
2203	2021	0	honour;hosting;latvian;pm;krisjaniskarins;today;mlinstitute;privilege;facilitating;discussion;thankful;incisive;insight;defend;common;interest;value;face;russia;revanchism;lvcanada;cdnpoli
2204	2013	0	ceasefire;ukraine;side;case;army;lay;arm;withdraws;territory;best;case;scenario;scenario;;gift;putin;form;occupied;territory
2205	2011	7	chechen;proukrainian;sheikh;mansur;battalion;captured;t80u
2206	2021	0	ukrainian;soldier;holding;weapon;provided;germany;patch;wearing;;germany;1941;ukraine
2207	2014	8	netherlands;asset;worth;640;8;euro;frozen;addition;netherlands;carefully;checking;company;individual;violation;sanction;regime
2208	2007	0	international;guest;kbz;funeral;imo;uk;send;royal;european;sends;highprofile;messy;china;skip;covid;france;macron;biden;air;tense;;uae;7
2209	2013	0	poland;needed;encouragement;reduce;energy;reliance;fact;shortly;dissolution;warsaw;pact;began;long;term;push;year;vision;reach;fruition;latest;cepa
2210	2008	0	city;council;66000;ukrainian;forcefully;deported;mariupol;russianukrainianwar;held;95;camp;early;arpil;russianarmy;deported;12;people;including;200000;child;15;month
2211	2000	0	rumor;1;formally;declare;war;ukraine;allowing;ru;mobilize;hundred;thousand;conscript;fight;ukraine;rumor;included;photo;mobilization;notice;solicitation;mobilization;expert;image;debunked
2212	2000	0	yakovenko;vyacheslav;kerch;denazified;fighting;donbas;involved;genocide;populationlooting;killing;civilian;ukraine;ukrainian;ukrainerussianwar;russiaukraine;mariupol;ukraina;azovstal
2213	2005	8	resilience;indianeconomy;tackle;geopolitical;stress;weak;global;clue;effectively;improvement;demand;condition;investment;export;prove;strength;russiaukraine;conflict;high;commodity;price;costpush;inflation;key;challenge
2214	2012	0	dozen;flight;italy;poland;russianukrainianwar;carrying;military;aid;ukraine;nato
2215	2011	6	joining;nato;respond;domestic;public;finland;sweden;serve;strategic;goal;provoke;attack;moscow;helsinki;stockholm;chance;solve;concern;political;way;expert
2216	2013	0	difference;ukraine;day;night;ukrainian;eurovision;winner;kalush;platform;plead;help;save;trapped;people;life;azovstal;mariupol;russian;marked;missile;aimed;azovstal;hey;kalush;asked
2217	2013	0	russiaappointed;occupational;administration;mariupol;hire;debris;removal;worker;corps;picker;resident;promised;receive;143458;month;covering;russianwarcrimes;russianukrainianwar
2218	2011	0	simply;;putin;cnn;bbc;nyt;wapoguardian;cnbc;afp;reuters;;twitter;;fb;zelinsky;clown;middle;watching;fun;thinking;30;mil;mansion;usa;underwear;auctioned;12;usd;russiaukrainewar
2219	2012	0	putin;reminded;wanted;defeat;thursday;won;world;war;ii;fighting;frontlines;economic
2220	2012	0	ukrainian;military;intelligence;chief;latest;propaganda;coup;overthrow;president;vladimir;putin;underway;coup;impossible;bad;psychological;physical;condition;ukraine;ukrainerussiawar
2221	2004	0	estimate;ukraine;mod;defenceu;loss;invading;force;9;figure;difficult;verify;independent;observer;point;substantional;loss;personnel;equipment
2222	2010	0	nato;;finland;;sweden;breaking;sweden;ruling;party;backed;country;bid;join;nato;nato;finland;usa;uk;rage;war;ukraine;;sweden
2223	2006	0	lithuanian;seimas;unanimously;recognises;terrorist;state;decision;connection;numerous;war;crime;committed;invader;ukraine;atrocity;russian;attribute;genocide
2224	2006	0	military;convoy;armored;vehicle;carrying;american;flag;finland;russiaukraine;ukraine;usa
2225	2023	0	soldier;ukraine;fighting;motherland;facing;direct;threat;plotted;attack;border;president;vladimir;putin;monday;victory;day;military;parade;moscow;red;square
2226	2013	4	attendance;syriandefense;minister;major;general;abbas;central;celebration;hmeimim;base;77th;anniversary;great;national;war;syria
2227	2003	0	week;warsaw;strategicark;;discus;forward;meeting;colleague;person;frank;discussion;ukraine;security;nato;poland;finland;sweden;usa;china
2228	2022	0	nextatv;man;left;restore;russia;greatness;plenty;meat;ukraine;true;maccas;burger;
2229	2005	0	brave;belarusian;defender;ukraine;battle;bucha;wounded;leg;loss;recovered;frontline;ukraine;ukrainerussianwar
2230	2003	0	ukrainian;fm;negotiation;tougher
2231	2008	5	jennysampson16;100mikeylikesit;markhertling;surface;ship;matter;ukraine;currently;good;job;managing;close;submarine;russia;black;sea;fleet;ukraine;counter;ship;;surface;ship;navy;lingo
2232	2011	0	kindergarten;celebrate;upcoming;9
2233	2002	0	ukrainian;troop;defending;city;kharkiv;reached;state;border;;ukraine
2234	2007	0	tassagency;russianarmy;russiaukrainewar;russianwarcrimes;putin;ukrainerussiawar;ukraine;looter
2235	2008	0	head;uae;called;second
2236	2007	7	report;apu;95th;air;assault;brigade;paratrooper;downed;ru;ka52;helicopter;polish;ppzr;piorun;manpad;area;izyum;detail;ukraine;ukrainianwar;ukraineinvasion
2237	2012	6	interview;week;belarus;lukashenka;expressed;concern;nuclear;weapon;nuclear;threat;coming;reason;worry
2238	2012	0	started;going;nytimes;jan;27;putin;upgraded;military;lethal;force;reckoned;;10;russia;military;weak;outdated;grossly;underperforming;;ukraine
2239	2004	0	2161;orphan;forcibly;relocated;official;figure;criminal;admitted;abandon;child;return;single;en;waw;war;war
2240	2007	6	mistake;helsinki;abandon;neutral;status;join;nato;president;vladimir;putin;told;finnish;counterpart;sauli;niinisto;ukraine;finland;nato
2241	2007	9	belgorod;agricultural;university;present;mar;colonization;program;consisting;struggle;describe;intimidation;soil;sample;testing;elonmusk;block;post;spacex;stock;plummet
2242	2003	5	drone;carrying;mission;western;black;sea;nato;ukraine;russianukrainianwar
2243	2003	5	defence;expenditure;consistently;risen;cut;course;spend
2244	2011	8	eu;drop;plan;ban;shipping;crude;face;opposition;oott;eu
2245	2011	0	suspended;electricity;supply;finland
2246	2005	0	ru;bmp3;destroyed;javelin;atgms;zaporozhye;fired;gru;alpha;force;sso;ukraine;ukrainianwar;ukraineinvasion
2247	2015	5	island;controlling;allows;cut;access;ukrainian;port;black;sea;critical;landing;operation;odesa;regionsouth;ukraine;guess;24
2248	2005	0	estimate;ukraine;mod;defenceu;loss;invading;force;11;difficult;verify;figure;independent;observer;point;substantial;loss;personnel;equipment
2249	2011	0	today;saboteur;break;state;border;sumy;regionnortheast;ukraine;ukrainian;border;guard;repelled;attack;push;saboteur;1;ukrainian;border;guard;killed;defending;ukrainian;border;hero;die
2250	2007	0	weapon;eventually;armenian;people;time;prime;minister;thanked;president;assistance;hostility;artsakh;2020
2251	2003	0	estimate;ukraine;mod;defenceu;loss;invading;force;14;difficult;verify;figure;independent;observer;point;substantial;loss;personnel;equipment
2252	2007	0	russia;finance;ministry;stated;expects;country;gross;domestic;product;gdp;shrink;12;percent;2022;local;medium;reported;monday
2253	2003	0	lost;27700;soldier;165;helicopter;ukraine;standwithukraine;saveazovstal;stoprussia;ukrainewar
2254	2012	0	attack;russianforces;dolgenkoye;region;ukrainianforces;measure;accuse;russianarmy;chemical;weapon;ukraine;russiaukraine
2255	2022	8	lesiavasylenko;ungrateful;lesiavasylenko;greece;protest;ban;cyprus;malta;largest;shipping;fleet;eu;validly;raised;concern;mention;0;sanction;turkey
2256	2018	0	russia;crime;ukraine;repeat;atrocity;committed;assad;syria;screening;bringingassadtojustice;washingtondc;istanbul;copenhagen;al;point;accountability;syria;horror;averted;ukraine
2257	2002	0	police;arrested;activist;vladimir;saltevsky;immortal;regiment;march;novosibirsk;sign;read;ashamed;grandchild;fought;peace;chose;war
2258	2006	0	start;largescale;open;invasion;february;2022;destroyed;38000;residential;building;ukraine;making;220000;ukrainian;citizen;homeless
2259	2008	0	putin;invite;president;republic;abdelmadjid;teboun;visit;moscow;algeria
2260	2005	0	ukraineunderattaсk;country;supporting;ukraine;ukrainerussianwar;ukrainerussiawar;ukrainewar;victoryday;victorydayparade;warinukraine;nato;ukriane;moscow;crimea;donbas;bucha;marioupol;kherson;kharkiv;luhansk
2261	2009	0	mariupol;seaport;ukrainian;defense;ship;bk05;lubny;lifted;bottom;russiaukraine;ukraine
2262	2008	0	latest;trtworld;article;analyzes;sarajevo;view;russia;role;western;balkan;piece;feature;quote;sashatoperich;johnfeffer;harunkarcic;bosniaandherzegovina;bin;russianukrainianwar
2263	2022	0	ukraine;counterattack;force;east;russiaukrainecrisis;ukraine
2264	2012	0	democrat;find;blame;democratsareadisaster
2265	2010	0	sending;diplomat;embassy;kyiv;coincide;russia;victory;day;chargé;daffaires;kristina;kvien;arrived;diplomat;standwithukraine;russianukrainianwar;ukrainerussianwar;ukraine
2266	2009	0	attempt;fail;ukrainerussiawar
2267	2001	0	ukrainian;military;shot;jet;fighter;federation;nikolaev;ukrainerussiawar;ukraine;su30;su34
2268	2010	0	video;shipping;m777;howitzer;ukrainian;territory;footage;odessa;outskirt;russiaukraine;ukraine;usa
2269	2011	0	osce;representative;freedom;medium;paris;911;meeting;authority;focusing;france;oscerfoms;activity;protect;mediafreedom;osce;region;including;belarus;war;aggression;ukraine
2270	2012	0	sixty;feared;dead;ukraine;school;bombing;official;fuckin
2271	2011	3	lithuania;officially;recall;ambassador;june;1st;close;lithuanian;consulate;general;st;petersburg;june;7th;stoprussianaggression
2272	2023	1	impact;ukrainerussia;conflict;africa;economy;including;ethiopia;interview;voa;tv;washington;dc;video;full;interview
2273	2005	0	opening;week;dxy;;gold;;wti;usoil;price;analysis;forex;forexsignals;ukraine;dxy;oilprices;goldprices
2274	2006	0	street;tokyo;japan;nice;pic;ukraine;ukrainerussiawar
2275	2003	5	launch;full;investigation;turkish;stream;gas;pipeline;project;stretch;bulgaria;showcase;corruption;foreign;policy;tool;announced;prime;minister;kiril;petkov;thursday;krassen;nikolov
2276	2016	0	russianforces;demining;mariupol;port;russiaukraine;ukraine
2277	2006	0	read;update;movement;conscientious;objector;protest;ongoing;war;ukraine;solidarity
2278	2013	0	goodbye;kherson;nato;ukraine
2279	2014	0	turkish;air;force;airbus;a400ms;landed;kyiv;24;february;nato;turkey;ukraine
2280	2010	8	oil;production;crude;condensate;mbpd;based;news;report;oott
2281	2006	0	combat;action;assault;helicopter;air;force;special;military;operation;russiaukraine;ukraine
2282	2002	3	signing;congress;poised;unleash;billion;fight;war;—;democrat;preparing;40;billion;military;humanitarian;aid;larger;33;billion;package;biden;requested
2283	2005	0	decisive;ukraine;war;sign;time;32;year;mcdonalds;plan;sell;business;;nytimes
2284	2014	0	lieutenant;colonel;gru;special;force;aa;karimov;killed;ukraine
2285	2002	0	conversation;ebrd;chief;economist;prof;sergey;guriev;sguriev;ukraine;sanction;broken;link
2286	2012	6	nato;provoking;pushing;nuc;ww3;;finnish;entry;nato;definitely;pose;threat;force;kremlinrussia;respond;
2287	2007	0	belgian;shepherd;dog;serve;national;guard;owner;liquidated;dog;learned;command;ukrainian;month;join;armed;force;ukrainewar;russianukrainianwar
2288	2003	0	icjorg;today;humanrights;council;special;session;hr;ukraine;aggression;call;accountability;international;law;violation;stay;tuned;
2289	2003	0	ukraine;agricultural;powerhouse;century;event;today;western;nation;create;catastrophe;whilst;causing;disaster;ukraine;hunger
2290	2014	8	gas;price;high;whitehouse;;higher;higher;ukraine;putin;excuse;bankrupt;america;power;lower;gasprice;ukraine;itsnotputinsfault
2291	2017	0	ukrainian;female;soldier;heroine;bravely;defend;homeland;alongside;men;ukraine;ukrainewar
2292	2000	0	ukraine;captured;mtlb;rpgs;russiaukraineconflict;ukrainewar;russiaukrainewar;ukrainerussiawar;ukraineinvasion
2293	2006	8	negotiation;cheaper;oil;wheat;reason;visit;;pm;khan
2294	2006	0	poland;poland;russiaukrainewar
2295	2013	0	congrats;2;czechunny;czechmfa;election;2;unhrc;full;support;2;close;friendsamppartners;work;4;advancement;international;humanrights;including;pursuing;accountability;4;russia;crime;ukraine;action;4;suspended;hrc
2296	2006	2	dear;friend;newsletter;striking;differently;kosovo;treated;government;coe;member;state;year;membership;coe;47
2297	2015	0	ukraine;export;wheat;moldova;europe;banned;ukrainian;port;transported;giurdulesti;port;danube;river;russiaukraine;ukraine
2298	2006	0	deputy;chairman;security;council;nato;country;pumping;weapon;ukraine;increase;possibility;transition;fullfledged;nuclear;war;talk;levinaneythiri;discussed;nuclear;strategy;including
2299	2002	0	nytimes;nato;border;double;stroke;finland;accepted;alliance;irony;war;launched;putin;ostensibly;keep;nato;bay;ukraine;set;bring;alliance;closer;fails
2300	2014	0	read;analysis;andersaslund;putinism;do;donts;visavis;putin;regime;time;understand;appeasement;neutrality;face;saving;putin;kleptocratic;regime;desperately;continue;evil;plan
2301	2005	4	9;red;square;moscow;;tank;parade;;ukraine;ukrainerussianwar
2302	2002	9	prosecutor;general;office;killed;229;ukrainian;child;injured;421;info;russianwarcrimes;gpukraine
2303	2019	0	unitedstates;establish;relation;separatist;rebel;group;unitedstates;tribe;oppose;secession;relation;china;northern;somalia;threatens;battleground;world;power
2304	2000	0	meant;tweet;yesterday;distracted;distortsuses;history;war;started;february;24;ukraine;telling;8;year;war;2015
2305	2023	1	anonymous;affiliated;network;battalion;aka;nb65;targeted;prominent;payment;processing;platform;qiwi;;group;leaked;data;proof;security;oprussia;ukraine;hacking;slavaukraini;freeukraine
2306	2001	0	air;raid;alert;siren;town;city;dnipro;;zaporizhya;region;asked;cover;stay;sheltered;till;clear;sound;ukraine;putin
2307	2001	0	eu;ambassador;meet;today;regular;wednesday;meeting;hope;agreement;sanction;bit;time;ukraine
2308	2005	0	tiktok;ukrainian;nationalist;soldier;cry;saved;killedin;donbas;finale;people;finale;azov;neo;nazi;ukraine;russianarmy
2309	2012	0	people;quarter;severodonetsk;vitaly;kiselyov;assistant;minister;interior;lpr;interview;today;liberated;industrial;building;nazi;luhansk;ukraine
2310	2011	0	prepare;disappearance;ht;⁦agniagrigas⁩
2311	2002	0	syrian;progovernment;force;eastern;aleppo;killing;people;including;woman;child;spot;home;street;united;nation;involved;atrocity;accountability;surprise;repeating;ukraine
2312	2016	0	achieved;historic;result;clear;free;world;ukraine;party;good;war;loses;evil;loses;–;president;ukraine;zelenskyyua;fighting;freedom
2313	2009	0	germany;foreign;minister;annalena;baerbock;arrived;ukraine;10;highestranking;german;government;official;visit;country;russia;invasion;began;february;24;town;bucha;kyiv
2314	2002	0	cracked;brutally;independent;medium;source;europe;support;activist;help;smooth;transition;better;putinism;fall;;fresh;commentary;abarbashin;ahead;lennartmericonference;2022
2315	2001	0	consider;subscribing;trend;journal;insight;trend;forecasting;ukraine;stock;inflation;politics
2316	2008	0	nato;;finland;;sweden;breaking;;official;finland;sweden;set;hand;nato;application;week;nato;finland;usa;uk;rage;war;ukraine;;nato;headquarters
2317	2017	0	official;nato;risking;direct;conflict;fullfledged;nuclear;war;dmitry;medvedev;scenario;disastrous;dave;decamp;decampdave;nato;ukraine;medvedev
2318	2011	0	shekguru;mrsorokaa;ten;year;time;exist;genius;putin;dead;ukraine;road;prosperity;point;holiday;crimea;send;postcard
2319	2019	0	ukrainian;female;paramedic;ukrainian;female;soldier;ukraine;russiawarcrimes
2320	2001	0	signature;future;barbarism;lendlease;ukraine;tobipizda
2321	2008	6	sweden;signalling;aspiration;join;nato;represents;historic;moment;amidst;russia;war;aggression;ukraine;growing;nato;spell;good;news;transatlantic;alliance;european;security;swedennato
2322	2001	1	text;headline;digital;tv;changed;blood;thousand;ukrainian;hundred;killed;child;hand;authority;tv;lying
2323	2009	0	mi24;helicopter;ukrainian;air;force;location;ukrainianforces;russiaukraine;ukraine
2324	2008	8	talking;nasdaq;;eurusd;;natural;gas;price;analysis;forex;forexsignals;ukraine;nasdaq;eurusd;oott;naturalgas
2325	2020	0	brutality;war;ukraine;overstated;jamala;reminds;allowed;win;ukraine;war;acawards
2326	2002	0	katya20;year;defender;mariupol;woman;stronger;steel;ukraine;ukraine;mariupol
2327	2010	0	turkey;russia;trojan;horse;nato;hellenicleaders;sfrcdems;senatorrisch;virginiafoxx;senronjohnson;repgaramendi;senblumenthal;repmarkgreen;reprubengallego;repdlesko;repellzey;jimmypanetta;senthomtillis;repmiketurner;petesessions;repdonbacon
2328	2020	0	fun;hack;gru;propaganda;google;retired;swiss;militaryintelligence;officer;control;10k;fake;news;site;12;fake;account;war;people;dumbprove;wrong;take;spread;lie;share;1
2329	2008	0	mariupol;resident;quequed;humanitarian;aid;loot;ukraine;distributes;banner;putin;political;party;3000;150000;trapped;civilian;receive;food;russianukrainianwar
2330	2013	0	juliaioffe;invades;country;think;beat;seriously;underestimated;ukrainian;resistance;support;world;dare;attack;nato;member;suicidal;putin;stoprussia;standwithukraine
2331	2007	0	state;bureau;investigation;document;armed;force;preparing;capture;entire;territory;ukraine;paper;trostianets;sumy;region;russian;documentation;standwithukraine
2332	2008	0	russianarmy;seizing;western;weapon;special;military;operation;ukraine;120;mm;mortar;provided;czech;force;ukrainian;force;assault;donbas;usa;russiaukraine
2333	2011	0	ukrainian;tractor;tow;black;trophy;ukraine;poland;breakingnews;breaking;war;ukrainewar;polska
2334	2001	0	dji;world;largest;commercial;drone;manufacturer;market;share;monday;temporarily;suspended;business;operation;ukraine;emphasized;opposes;military;product
2335	2001	4	love;ww2;equipment;victoryday;parade;;vladivostok;t3485;tank;isu122;tank;destroyer;
2336	2008	8	crude;keep;flowing;europe;wrangle;sanction;crude;export;sea;changed;week;6;shipment;asia;russia;western;port;tumbled;oott
2337	2013	0	russianforces;advance;slavyansk;city;ukraine;russiaukraine
2338	2010	0	calculation;attack;taiwan;china;weighing;carefully;economic;cost;incurring;result;invasion;ukraine;cia;director;william;burn
2339	2000	0	;air;force;destroyed;ukrainian;s300;missile;system;kharkov;killing;170;ukrainian;nationalist;donetsk;region
2340	2022	0	failed;;increased;sleeping;carton;los;angeles;boston;result;decision;american;official;raise;sanction;spending;;136;billion;;33;billion;day;ukraine
